driver_kind,decl_id,decl_name,seat_role,holder_role,hidden_domino,action_n,mean_score,max_score,mean_q_delta,tail_low_mass_delta,shelf_high_mass_delta,conditioned_mass
impact,0,blanks,bidder,left_setter,5-4,38,10.566651187444988,37.7241325378418,6.588751541940789,-0.09278877304964944,0.07612845536909606,0.3432153822055138
impact,5,fives,left_setter,right_setter,2-2,290,10.557682866885743,42.1749267578125,7.895159442671414,-0.08512170113039058,0.09635905267606522,0.3213856013957306
impact,1,ones,right_setter,left_setter,4-3,77,10.553990255702626,52.73419189453125,-3.673033382985499,0.05609126523886988,-0.05837471144539969,0.28710675633889915
impact,7,doubles,bidder_partner,bidder,5-3,236,10.548084983870513,34.72871780395508,7.866301371905385,-0.09926590406332438,0.12251697393490388,0.3369003102300239
impact,5,fives,left_setter,right_setter,0-0,1,10.547381401062012,10.547381401062012,-10.435766220092773,0.0038871681317687035,-0.007274329662322998,0.113
impact,1,ones,bidder_partner,right_setter,1-0,96,10.538137346506119,50.58778381347656,-5.311900536219279,0.030019019868935477,-0.10447556939955878,0.2728565228174604
impact,6,sixes,bidder_partner,left_setter,5-4,29,10.537137072661828,34.42277526855469,-5.456621071387982,0.041203705433370735,-0.10542208935808518,0.32741379310344826
impact,9,no-trump,left_setter,right_setter,4-0,56,10.53683551294463,29.312198638916016,-2.2903672797339305,0.024405591065650305,-0.027388286909886768,0.28569456845238095
impact,8,doubles-suit,bidder_partner,bidder,2-1,129,10.53533547238786,41.06895446777344,-0.8376071868940841,0.017995425869977866,-0.026311492215293324,0.2671838316722039
impact,8,doubles-suit,bidder,bidder_partner,3-0,63,10.53288485511901,51.06719207763672,-6.836023270137726,0.0379877206352022,-0.1072408478293154,0.27019269652305355
impact,9,no-trump,bidder_partner,right_setter,5-3,49,10.529275159446561,32.49253463745117,-5.19180052621024,0.06985405577840853,-0.08244045291628156,0.3968320578231291
impact,5,fives,right_setter,left_setter,4-1,145,10.527456031996628,56.04358673095703,-6.0415568631270835,0.07470713366256578,-0.08058028981603425,0.2883004926108375
impact,2,twos,left_setter,bidder,6-1,34,10.524122764082517,37.159603118896484,4.764561695211074,-0.1458649538895663,0.1466389398145325,0.23487254901960788
impact,4,fours,bidder_partner,right_setter,5-2,37,10.519811667300559,37.11724853515625,5.547627740615123,-0.09554348664509284,0.05190193361124477,0.3728425836550836
impact,6,sixes,left_setter,bidder_partner,5-3,26,10.504559049239525,28.976943969726562,6.08132018492772,-0.09704201439252266,0.09960180406387036,0.37046806318681325
impact,9,no-trump,left_setter,bidder_partner,2-2,72,10.499035348494848,36.70905303955078,-6.547420630852382,0.11019793302208807,-0.10069060843023989,0.30640046296296297
impact,5,fives,right_setter,left_setter,6-3,94,10.49799694913499,34.06373596191406,2.7360535834697965,-0.03366919262972512,0.03528946796630291,0.3106326304457954
impact,0,blanks,bidder_partner,left_setter,4-3,43,10.495925243510756,53.58528137207031,-0.12413797822109489,-0.0746876033683589,-0.06041206053301129,0.3051823781838317
impact,5,fives,right_setter,bidder,6-5,126,10.484164099844675,33.94282531738281,-8.584956583522615,0.0801311145422958,-0.0939831290216673,0.35351133786848066
impact,8,doubles-suit,bidder_partner,right_setter,4-3,78,10.459567899887379,40.88848114013672,-5.072614073753357,0.10661204745813918,-0.07262944403844766,0.40505914224664236
impact,3,threes,bidder_partner,bidder,5-2,80,10.458096204698085,29.568716049194336,-5.950783693790436,0.06962509108998347,-0.11108618043363094,0.3107742187500001
impact,6,sixes,bidder,bidder_partner,3-0,48,10.456654188533625,28.564510345458984,-8.112003388504187,0.06505865859799087,-0.13860172871500254,0.29994221230158735
impact,3,threes,bidder_partner,bidder,6-0,77,10.447549614039334,51.004207611083984,-7.608534639531916,0.09469946592217673,-0.10995650112435415,0.2994830318491033
impact,7,doubles,left_setter,bidder,6-1,32,10.444200985133648,34.25479507446289,3.4923367723822594,-0.09949009752017446,0.14608483528718352,0.26892531622023813
impact,8,doubles-suit,bidder,left_setter,5-3,90,10.438553105460272,40.5728759765625,-8.267379723654853,0.12249804412325223,-0.07276839972991082,0.3759331018518519
impact,0,blanks,left_setter,bidder_partner,6-6,60,10.437356734275818,51.58527755737305,-6.368930236498515,0.13171706162393093,-0.13526268924276033,0.37485238095238105
impact,8,doubles-suit,right_setter,bidder_partner,2-1,58,10.436267579423971,42.181034088134766,1.6719570385998692,-0.06342251187768476,0.0961906566959003,0.222882183908046
impact,3,threes,bidder_partner,bidder,6-1,54,10.434316754341125,26.573083877563477,-1.9077769252989027,0.061702427874681436,-0.029343114820895373,0.30763210978835986
impact,3,threes,bidder_partner,right_setter,3-1,46,10.43255429164223,24.48552894592285,-5.963633350704027,0.06246242401918963,-0.04163789360419563,0.4232857789855071
impact,4,fours,right_setter,bidder_partner,5-4,97,10.431509017944336,30.306211471557617,-8.355496593357362,0.08419193228773926,-0.08510622666361406,0.3332319894452626
impact,0,blanks,right_setter,bidder,6-4,168,10.430238921017875,48.415977478027344,0.7125544093904042,-0.0651098021104796,0.06507797869631932,0.33641069657029493
impact,2,twos,right_setter,bidder_partner,5-4,46,10.401379046232805,39.385826110839844,5.5208941801734595,-0.0692712489525666,0.1524601519998649,0.2586399456521739
impact,0,blanks,left_setter,bidder_partner,6-2,38,10.397429880342985,34.80370330810547,7.107677020524678,-0.1452657084323858,0.14602263820798775,0.3285558427318295
impact,0,blanks,left_setter,bidder,5-5,69,10.3959140414777,35.78993225097656,-1.2585331460703975,0.04361907047206077,-0.043059231686419334,0.26583423913043475
impact,4,fours,bidder_partner,right_setter,4-2,50,10.394675834178924,34.204261779785156,-6.045413255691528,0.026788287051022052,-0.1459409761428833,0.38421255952380945
impact,5,fives,right_setter,left_setter,1-0,61,10.390770884810902,39.17146301269531,-8.952805288502427,0.053178071090188184,-0.05366765651241189,0.21964275956284146
impact,1,ones,bidder,right_setter,6-3,18,10.388200839360556,38.91097640991211,5.756199280420939,-0.11022618309491211,0.06549770462637146,0.22610995370370374
impact,8,doubles-suit,left_setter,bidder,1-0,41,10.38327438947631,30.559295654296875,3.3605888645823407,-0.09650908201569464,0.12024391206299387,0.242755081300813
impact,9,no-trump,right_setter,bidder_partner,4-0,13,10.374837636947632,32.118980407714844,5.428433473293598,-0.1685426670771379,0.25804266104331386,0.26705128205128204
impact,9,no-trump,left_setter,right_setter,5-2,71,10.374381340725321,36.76033020019531,2.406468814527485,-0.057463098350177766,0.07553858446403289,0.32025029342723016
impact,0,blanks,bidder_partner,bidder,4-1,187,10.370731395833632,54.08195114135742,-7.128313382041646,0.07212608277344489,-0.12465576299610623,0.3020432900432903
impact,7,doubles,bidder_partner,left_setter,5-4,43,10.367462285729342,29.821453094482422,-4.621369921883871,0.07890884218694166,-0.03335601707573894,0.3153207364341087
impact,8,doubles-suit,bidder_partner,bidder,3-0,63,10.364450975069923,44.07320022583008,-5.5351713952564054,0.038308514097321125,-0.09422608145645686,0.28619397203325775
impact,2,twos,bidder,right_setter,5-0,66,10.363370808688076,37.89057922363281,5.574876778053515,-0.10103686191106329,0.07500329928888912,0.2443245851370852
impact,7,doubles,left_setter,right_setter,4-3,206,10.353880840597801,36.37217712402344,6.979098928784861,-0.06743690535229477,0.08395225109839902,0.32006114915626427
impact,9,no-trump,left_setter,bidder,6-3,76,10.349552621966915,33.17819595336914,-4.65105737824189,-0.005269352591743595,-0.009051990744314696,0.2713103070175439
impact,6,sixes,right_setter,bidder_partner,4-1,97,10.345926778832661,34.70745849609375,5.3731284190699,-0.09875378137473594,0.12008340074920777,0.259609152552774
impact,5,fives,right_setter,bidder_partner,5-3,61,10.343695042563267,30.475948333740234,-6.721235146288012,0.04175629259132948,-0.06955409196556592,0.34180132708821226
impact,6,sixes,right_setter,bidder,5-3,41,10.337870548411113,30.58040428161621,5.5300404240445395,-0.10561267495518778,0.11141183027407019,0.30046101916376305
impact,2,twos,left_setter,right_setter,3-1,83,10.332016795514578,26.810466766357422,-0.8183734100985239,0.04086604566560183,-0.04759036040449717,0.32153309667240404
impact,0,blanks,right_setter,bidder,5-3,54,10.331771771113077,28.851482391357422,4.3296960724724665,-0.05210690081757666,0.04786633872599513,0.3600790895061729
impact,0,blanks,right_setter,left_setter,6-3,96,10.33007321630915,33.13913345336914,-0.24316934868693352,0.012478379391723138,-0.013151723813886443,0.3335157490079366
impact,0,blanks,bidder_partner,right_setter,3-1,49,10.324747620796671,24.94598388671875,6.801301936714017,-0.08699551110193894,0.10079022603375572,0.3517759353741496
impact,1,ones,left_setter,right_setter,6-2,53,10.320131405344549,30.568387985229492,-6.140082215363124,0.0840830554002852,-0.08636325724282355,0.3208062106918238
impact,8,doubles-suit,bidder,right_setter,3-1,36,10.313740379280514,34.742496490478516,5.322262545426686,-0.15048681158158514,0.022986033724413976,0.2065300925925926
impact,4,fours,bidder,right_setter,6-5,36,10.313570413324568,50.79207992553711,-4.565941294034322,0.02067892336183124,-0.18023079173872247,0.2729489087301588
impact,1,ones,right_setter,left_setter,4-2,49,10.31214349610465,28.17703628540039,-5.828175423096638,0.08459993178138928,-0.08613786070930715,0.29941982507288634
impact,1,ones,bidder,right_setter,5-2,21,10.308799045426506,26.66629409790039,7.207884828249614,-0.14174013549373263,0.03809973493307119,0.25512698412698415
impact,9,no-trump,right_setter,left_setter,6-1,77,10.30406049938945,33.752174377441406,3.6791042817103397,-0.050334080787641663,0.060307114929347844,0.3042180735930736
impact,3,threes,left_setter,bidder_partner,5-2,43,10.300421864487404,26.831388473510742,6.367611252984335,-0.12826320355714754,0.16067191429956015,0.3367737403100774
impact,4,fours,right_setter,bidder,5-3,55,10.298011341961947,41.4731330871582,3.5113119472156873,-0.09684545909139243,0.08196233930912884,0.34047234848484836
impact,6,sixes,right_setter,left_setter,4-4,509,10.297380889094415,41.85414505004883,7.993625812305683,-0.08979762967591072,0.09291608078186382,0.32607920233417487
impact,1,ones,bidder,bidder_partner,4-2,90,10.295882134305106,35.424076080322266,-7.3895805908574,0.11707951245415542,-0.07357255936496787,0.31419047619047635
impact,3,threes,bidder_partner,right_setter,6-0,43,10.291262099909227,48.26251220703125,7.927356487096742,-0.08631886935489642,0.11648173110429631,0.36638925802879285
impact,6,sixes,bidder,right_setter,5-0,69,10.287635917248933,36.438819885253906,5.70591121825619,-0.08537572897899814,0.15059334328533083,0.26398162525879937
impact,6,sixes,left_setter,right_setter,4-0,39,10.287540885118338,30.45440101623535,-7.843163346632933,0.11820995244078147,-0.12182409984943195,0.3477008547008546
impact,0,blanks,bidder_partner,left_setter,6-4,133,10.283535651694564,33.50390625,4.223330232433807,-0.051297007928185756,0.059711199736964884,0.26762249373433566
impact,8,doubles-suit,right_setter,bidder,1-0,58,10.280447598161368,39.90220642089844,5.575970740153871,-0.1472397542554596,0.1574999114562725,0.27966623050082096
impact,8,doubles-suit,left_setter,bidder_partner,4-2,44,10.277020825581117,32.71644973754883,-2.8848535228859293,0.0576655754650181,-0.046983986076983536,0.35911931818181814
impact,4,fours,right_setter,left_setter,4-0,147,10.26805930883706,37.289608001708984,8.220634434498898,-0.09979889629136289,0.10397955572524038,0.37343037333981216
impact,1,ones,left_setter,bidder_partner,3-0,39,10.264407173945354,29.6929874420166,6.877534264937426,-0.1324490359566437,0.20474225954743674,0.3447911324786325
impact,2,twos,bidder,right_setter,6-5,35,10.262953730991908,37.451133728027344,-4.075432968139649,0.014304834284952708,-0.0777181435143575,0.22525671768707492
impact,2,twos,bidder,left_setter,4-3,37,10.260227725312516,35.60552978515625,5.797988111908372,-0.07224572832519943,0.07438688181542061,0.37156869369369355
impact,0,blanks,left_setter,bidder,5-4,59,10.258361447160526,36.28810119628906,1.475423906314171,-0.006210889987907988,0.0001707496595079616,0.2853778248587571
impact,0,blanks,left_setter,bidder,4-4,43,10.249937756117,49.791507720947266,-4.040452835171721,0.10021818359923917,-0.07496721877954728,0.2542446705426357
impact,5,fives,bidder,left_setter,6-0,21,10.24908819652739,45.46245574951172,-2.438685803186326,0.036274026547159464,-0.11455649878674497,0.31547519841269844
impact,8,doubles-suit,bidder_partner,right_setter,4-1,58,10.241006300367157,42.45106506347656,3.8364023340159448,-0.14730233474281326,0.0013535723796692387,0.3330118534482759
impact,6,sixes,left_setter,right_setter,5-4,156,10.235914164628738,32.3021354675293,3.386185986873431,-0.039342867388675075,0.0402350517658469,0.34880696733821737
impact,0,blanks,left_setter,bidder_partner,4-2,54,10.235472056600782,35.41001510620117,7.236397005893566,-0.15279780305853044,0.14443025703507442,0.35780864197530854
impact,9,no-trump,bidder_partner,left_setter,6-3,39,10.23530747034611,34.12074661254883,-5.114406597919953,0.03145232911293323,-0.07852131099655078,0.29760012210012216
impact,0,blanks,right_setter,left_setter,3-1,69,10.228519432786582,21.043453216552734,-6.737755782362344,0.06940203606812419,-0.07765051290608835,0.2840658212560386
impact,9,no-trump,right_setter,bidder,3-3,67,10.227270293591628,44.43325424194336,-6.9942919425110315,0.0863143380925949,-0.1007104014783208,0.28748614072494694
impact,4,fours,bidder,bidder_partner,6-1,51,10.225569285598455,27.878997802734375,-5.605281128602869,0.02606110844085468,-0.15253113706906637,0.2975735294117647
impact,4,fours,right_setter,bidder,4-0,49,10.221230318351667,41.37530517578125,-6.788099861874873,0.036684857871459454,-0.05625602177211216,0.37978692905733713
impact,6,sixes,left_setter,bidder,6-0,35,10.220567430768694,27.919727325439453,-8.927130195072719,0.04697161299575652,-0.07151436294828142,0.36507380952380963
impact,3,threes,bidder,left_setter,4-3,40,10.21963847875595,29.037302017211914,-8.35578396320343,0.07157504224451258,-0.11275734677910805,0.4070677083333334
impact,2,twos,right_setter,bidder,4-2,49,10.217376441371684,33.24907684326172,-8.96914984255421,0.06104599459724007,-0.0636568400932818,0.3684716958211856
impact,0,blanks,bidder,right_setter,4-1,101,10.213531762066454,47.630882263183594,4.990763410483257,-0.10189217851165276,0.009494629753108072,0.2538679720650636
impact,2,twos,right_setter,left_setter,1-0,70,10.212898131779262,44.39519500732422,-2.1088420391082763,0.004461628730807986,-0.005540268336023603,0.26665514455782324
impact,6,sixes,right_setter,left_setter,5-3,69,10.211694834888846,28.376020431518555,1.3506989409958108,-0.011862578401949419,0.013388694736404695,0.3435450310559006
impact,5,fives,bidder,bidder_partner,6-1,92,10.210804323787274,26.432857513427734,-5.091574021007704,0.02921228750346927,-0.13213400073025539,0.3079043413561077
impact,0,blanks,bidder_partner,right_setter,4-2,51,10.206951306146735,31.21123504638672,7.776453610728769,-0.1409001370855406,0.08858906989004098,0.39925163398692814
impact,5,fives,bidder_partner,bidder,4-1,142,10.205618033106898,42.17073059082031,-4.166853125666229,0.03332395865221206,-0.08999810085023596,0.2805115903755869
impact,9,no-trump,right_setter,bidder,1-1,58,10.199835744397394,38.86564254760742,-5.482385701146619,0.10954943442203362,-0.11518191006676905,0.19606455254515598
impact,2,twos,right_setter,bidder_partner,6-1,31,10.199723359077208,37.742984771728516,1.4914608078618203,-0.027320897056450768,0.010120116414562348,0.25662288786482335
impact,7,doubles,right_setter,left_setter,4-2,107,10.198158278643527,32.87110900878906,2.9325868348094906,-0.03442415557627645,0.03125130795986853,0.3335489680685358
impact,8,doubles-suit,right_setter,bidder,2-2,20,10.189734244346619,48.36774444580078,6.689920783042908,-0.12271675765514374,0.16309754550457,0.32035625000000006
impact,5,fives,left_setter,bidder_partner,6-6,69,10.184617179027502,32.88883972167969,-6.410441253496253,0.11903096233373103,-0.114658275305334,0.35681892684610084
impact,1,ones,left_setter,bidder_partner,4-3,35,10.175799117769515,34.01626205444336,6.634476096289498,-0.08269870403621878,0.11225071123668126,0.38659821428571417
impact,1,ones,left_setter,bidder_partner,5-3,36,10.172913359271156,32.78361511230469,4.824099024136861,-0.08921598892549001,0.13356320875593358,0.38252546296296286
impact,2,twos,left_setter,right_setter,3-3,136,10.172887897666763,47.35887145996094,5.666305239586269,-0.11147804946492268,0.10619887189172647,0.3183944546568628
impact,5,fives,bidder,left_setter,6-6,96,10.163967609405518,32.92826843261719,-6.21195687353611,0.1414014270373324,-0.061345965461441665,0.34196078249007905
impact,0,blanks,left_setter,bidder_partner,2-0,74,10.16315550578607,51.40190887451172,-5.928479048045906,0.026662813531033492,-0.029187665195078462,0.29308574646074653
impact,3,threes,right_setter,left_setter,1-0,63,10.161626747676305,33.482505798339844,-6.007041204543341,0.06339695402106921,-0.06853200873685261,0.28378554894179897
impact,4,fours,bidder_partner,bidder,5-3,72,10.157900224129358,31.98760986328125,3.794669429461161,-0.02442198875360191,0.09144088251438613,0.3233952132936509
impact,8,doubles-suit,right_setter,bidder_partner,1-1,32,10.156644232571125,40.151634216308594,5.129897318780422,-0.1507689751451835,0.16890005324967206,0.2117298177083333
impact,0,blanks,right_setter,left_setter,3-2,139,10.156037015022992,50.515933990478516,-5.3073622957408,0.07569301608202832,-0.08739497914588709,0.299187350119904
impact,2,twos,left_setter,bidder_partner,4-4,62,10.15080698267106,45.906646728515625,-6.577782609770375,0.12909411374599702,-0.10017309482059171,0.3623521505376343
impact,3,threes,bidder_partner,left_setter,5-0,79,10.149135048630871,38.094146728515625,6.082127840458592,-0.09045567634903025,0.09288519422841977,0.2602212552742616
impact,5,fives,right_setter,left_setter,4-0,57,10.148796372246323,43.14191436767578,-8.404618980591756,0.07639138899710879,-0.07993623352887337,0.29676702172096897
impact,3,threes,bidder,right_setter,5-4,28,10.137559252125877,19.961849212646484,6.849351235798427,-0.1881955505481788,0.04736641778643908,0.2607819940476191
impact,2,twos,right_setter,left_setter,3-3,126,10.13700300549704,36.615047454833984,7.883851530059935,-0.09158690007808175,0.10921060075125998,0.3230447845804989
impact,6,sixes,left_setter,bidder_partner,5-4,51,10.133950700946883,26.207956314086914,1.2608661417867624,-0.018380349757624606,-0.0016345055226017447,0.36790114379084976
impact,7,doubles,bidder_partner,bidder,6-1,79,10.119178764427765,43.66737747192383,5.181355382822737,-0.04548729786095269,0.09153465502247025,0.34753529987944554
impact,1,ones,left_setter,right_setter,4-3,93,10.116101582845053,25.43670654296875,-2.9774521755915817,0.017486602698843324,-0.009883596371578913,0.30400985663082436
impact,8,doubles-suit,right_setter,bidder_partner,4-1,66,10.11285443016977,34.952430725097656,3.1824893590175742,-0.10056764180913116,0.11970352787863124,0.2694268127705627
impact,5,fives,right_setter,left_setter,3-3,482,10.108524242624702,35.53813552856445,8.038180364612721,-0.096233797632665,0.10745449200527611,0.3285095089903185
impact,8,doubles-suit,left_setter,bidder_partner,4-1,75,10.107977978388469,41.15162658691406,-0.39505040168762207,-0.022999699662129083,0.04508132716019948,0.3470883333333336
impact,0,blanks,left_setter,bidder_partner,1-0,43,10.10110890588095,46.317893981933594,-4.247273361960123,0.039973595233764064,-0.019706982512806736,0.21916666666666665
impact,6,sixes,bidder_partner,left_setter,5-2,19,10.092665634657207,22.893857955932617,5.09467329477009,-0.0963483809640533,0.03732950828577343,0.2538892543859649
impact,3,threes,right_setter,bidder_partner,5-1,39,10.090403135006245,44.39257049560547,5.738499005635579,-0.1225037551843203,0.1697334891710526,0.2815689865689866
impact,3,threes,bidder_partner,right_setter,2-0,61,10.08774869363816,30.145795822143555,7.435577247963577,-0.1473963932424295,0.06818143206602725,0.23372199453551912
impact,0,blanks,bidder_partner,right_setter,3-0,67,10.083031476433597,42.6152229309082,-6.5511050793662,0.06024208538965739,-0.12162931738968646,0.3945004442075338
impact,4,fours,right_setter,bidder_partner,6-5,38,10.081701021445426,26.39182472229004,-3.488161519954079,0.054774285015331485,-0.04389472972405584,0.23549835526315793
impact,6,sixes,left_setter,bidder,5-3,27,10.08056593824316,32.83034133911133,4.053918547100491,-0.049822216387838125,0.04388412502076891,0.2721945546737214
impact,3,threes,left_setter,bidder,5-0,103,10.080048283326972,47.27070236206055,6.174707746042789,-0.11707360708398871,0.12225735350285918,0.2621617256125751
impact,4,fours,left_setter,right_setter,5-2,65,10.063733621744008,29.526290893554688,-0.21481497104351338,0.011793355084955692,-0.005423162075189444,0.3346564102564102
impact,8,doubles-suit,left_setter,bidder,1-1,26,10.063027070118832,30.804492950439453,4.62751553608821,-0.14593652526561457,0.19973662954110366,0.2518166208791208
impact,9,no-trump,bidder_partner,left_setter,4-4,34,10.061014035168816,43.73710250854492,-5.669305703219245,0.1164551762973561,-0.007698494886212489,0.2441348039215687
impact,3,threes,right_setter,left_setter,4-0,57,10.058128578621044,33.71778869628906,-8.335163743872391,0.07621872212672443,-0.07723448033395566,0.31066677109440266
impact,0,blanks,left_setter,bidder,3-3,34,10.056787647745189,30.623916625976562,-3.578168347477913,0.031549331458175886,-0.0672892421922263,0.23274693627450982
impact,8,doubles-suit,right_setter,bidder,4-1,36,10.055230655603939,40.74525451660156,5.1504357937309475,-0.1152940880921152,0.128855066994826,0.3391097056878307
impact,1,ones,bidder_partner,left_setter,3-0,49,10.053738457815987,32.553226470947266,7.401799299279038,-0.09582541350807462,0.10115355353954496,0.24290840621963067
impact,7,doubles,bidder_partner,left_setter,6-3,58,10.05095860362053,38.115394592285156,-4.2857891084819,0.059696512987259136,-0.09187629888765514,0.3103638649425289
impact,9,no-trump,bidder_partner,left_setter,5-3,48,10.048125858108202,40.40641403198242,-5.186415528257688,0.05776407980980972,-0.11238414938513112,0.3572315848214287
impact,1,ones,right_setter,left_setter,4-0,52,10.046616909595636,48.11439895629883,-7.416436722645392,0.08201512644210687,-0.08734081169733635,0.3060817307692308
impact,2,twos,bidder_partner,left_setter,3-1,26,10.046207097860483,42.955535888671875,3.526979134632991,-0.07900240902717297,0.0020177745475218846,0.22658173076923077
impact,5,fives,bidder_partner,left_setter,6-6,51,10.046195378490523,47.54716873168945,-3.12491274581236,0.051199480014688825,-0.01968264850039108,0.19689291549953322
impact,2,twos,bidder,bidder_partner,1-0,59,10.043727729280116,32.977806091308594,-6.277750564833819,0.06217727986937863,-0.10362282016519773,0.28030014124293773
impact,9,no-trump,bidder,right_setter,2-0,68,10.036379056818346,30.800764083862305,6.226812124252319,-0.20483644559349426,0.009667412487033289,0.1655119922969187
impact,4,fours,right_setter,bidder,5-0,98,10.035764086003207,44.30534744262695,4.650391160225381,-0.12724027455765374,0.13909668064847283,0.31996079324586973
impact,7,doubles,bidder_partner,left_setter,2-2,92,10.033838357614433,23.331972122192383,-5.79136103650798,0.02389620537819017,-0.09114364817271606,0.309855395962733
impact,5,fives,left_setter,bidder_partner,4-4,97,10.032625608837481,31.252635955810547,-7.1801513839013795,0.11594495147505064,-0.11953730547090166,0.3522266200294552
impact,5,fives,bidder,left_setter,5-2,49,10.031780972772715,28.728349685668945,-6.131987941508391,0.10859217859652577,-0.13323217594630218,0.43537244897959154
impact,4,fours,bidder_partner,right_setter,5-0,119,10.031778151247682,41.228546142578125,6.6420628483555895,-0.09026081226409037,0.1040419949973863,0.3510084533813529
impact,7,doubles,bidder_partner,bidder,6-3,389,10.027544686604282,30.26121711730957,7.42221472686238,-0.05493494850909726,0.16609394540238148,0.34409884165748506
impact,4,fours,bidder,bidder_partner,2-2,232,10.025418199341873,36.90102767944336,7.331104142912503,-0.06356145839163219,0.15677308339644666,0.31527473316912996
impact,6,sixes,bidder,bidder_partner,4-3,79,10.022935370855693,35.36781311035156,-0.1466780840596066,0.010720090351150006,0.025048808866663823,0.305973591018686
impact,9,no-trump,bidder,right_setter,4-1,74,10.021958344691509,30.115554809570312,5.879778514037261,-0.1378162608582627,0.016871534453113436,0.27726262870012874
impact,1,ones,bidder_partner,bidder,4-3,74,10.018526960063625,29.003984451293945,-3.526336044878573,0.055387070581845534,-0.03229753481777939,0.290643902831403
impact,6,sixes,bidder,left_setter,5-2,51,10.017948407752842,36.026912689208984,6.776447331204134,-0.1775173179659189,0.05918660169631681,0.3104121732026144
impact,9,no-trump,bidder,left_setter,3-3,79,10.015379344360738,35.704559326171875,-7.605724527866026,0.10994865941001644,-0.08185284712080713,0.3522701928872818
impact,1,ones,right_setter,bidder_partner,5-4,43,10.011800819358161,33.48216247558594,2.4513150924860043,-0.08061263805558515,0.1049260963729128,0.24847736710963453
impact,9,no-trump,right_setter,bidder_partner,1-0,50,10.011509881019592,30.772552490234375,2.475803074836731,-0.08551540828775614,0.0996581557393074,0.2572991666666667
impact,0,blanks,bidder_partner,right_setter,6-2,45,10.003746551937526,30.224971771240234,6.652006838056776,-0.09362122009754077,0.08556756517953343,0.3803764219576721
impact,0,blanks,left_setter,bidder,6-5,55,10.002351570129395,29.093706130981445,0.7050034089521928,-0.005508864975788377,0.0020030292597683994,0.25589204545454547
impact,4,fours,right_setter,left_setter,5-0,109,9.977992727122176,62.568824768066406,-7.385766532442985,0.08703442109287332,-0.0900596760281729,0.2855284785932722
impact,4,fours,right_setter,left_setter,6-5,148,9.96795265577935,34.37827682495117,4.577154539726876,-0.05565726239591321,0.05726897610804519,0.3313016610360359
impact,7,doubles,bidder_partner,bidder,3-2,155,9.962541315247936,45.966400146484375,2.7200617655631034,-0.018913453184218415,0.04531882097644191,0.3123792626728109
impact,6,sixes,right_setter,bidder,6-3,109,9.96239874559805,47.43618392944336,-7.302976794199112,0.09908554439166979,-0.09963972811852026,0.3742382590650943
impact,6,sixes,left_setter,bidder,5-1,29,9.960732890614148,33.147666931152344,2.603538582037235,-0.02772687846023975,0.029595190081103093,0.23052565681444995
impact,3,threes,bidder,right_setter,5-2,33,9.956970124533683,25.050296783447266,4.978251399415912,-0.10483344474976714,0.029879874888468872,0.24177777777777776
impact,6,sixes,bidder,left_setter,5-1,27,9.952516992886862,38.98467254638672,6.553626206186083,-0.10565330198517552,0.0803729522007483,0.3843927469135802
impact,3,threes,bidder,bidder_partner,2-0,72,9.944978364639812,32.38032531738281,-5.075890282789866,0.05465500809562703,-0.05002823495103965,0.22805142195767208
impact,7,doubles,right_setter,left_setter,4-3,197,9.942617809106856,40.23877716064453,7.0507247544787255,-0.05379771767922814,0.07399569559832893,0.32837244682136835
impact,9,no-trump,left_setter,bidder_partner,4-2,46,9.94255921115046,32.68375778198242,-2.472035739732825,0.07458979344886282,-0.08590146769648013,0.3465452898550726
impact,6,sixes,right_setter,bidder,6-0,40,9.941509664058685,19.417285919189453,-3.690805697441101,0.0517902318155393,-0.05238366462290287,0.4261578124999999
impact,3,threes,left_setter,right_setter,4-2,86,9.940655988316204,35.52642822265625,-5.353291561437207,0.06772705729032845,-0.05190493062485096,0.3315046373200443
impact,8,doubles-suit,right_setter,bidder_partner,3-2,106,9.94060916495773,49.25337219238281,0.5395997785172373,-0.0056167714658,0.03843017205385105,0.25492831873315364
impact,1,ones,bidder,bidder_partner,2-0,70,9.93869776044573,36.25444030761719,-5.886254259518215,0.0516234619010772,-0.10715125115322215,0.30297300170068026
impact,6,sixes,right_setter,left_setter,4-3,79,9.935389111313638,44.117469787597656,3.565792328194727,-0.02123890158387278,0.018364388731461536,0.3308818565400845
impact,7,doubles,bidder_partner,left_setter,4-1,81,9.928317611600146,38.65228271484375,4.567571245593789,-0.10997587709722144,0.01424763543692268,0.258531378600823
impact,4,fours,bidder_partner,bidder,3-3,412,9.927328643578928,35.439552307128906,7.562250173207626,-0.06728509804512231,0.1450323115682339,0.3075337638696256
impact,5,fives,bidder_partner,right_setter,6-4,130,9.92203511458177,38.284114837646484,0.1557494383591872,0.0024815041213654553,0.00015814838116057217,0.32781602564102563
impact,6,sixes,bidder,left_setter,5-4,44,9.917904929681258,27.692516326904297,-1.3945798711343245,0.04778921784004937,-0.03959906590700319,0.353919981060606
impact,1,ones,right_setter,left_setter,6-3,65,9.913072820810171,25.47196388244629,-1.843604117173415,0.06329054104235883,-0.06493700330074016,0.33234368131868147
impact,7,doubles,left_setter,right_setter,4-1,159,9.912261394584704,37.94249725341797,-3.8188905880886055,0.02745481778621533,-0.02472289099867614,0.3060356019766398
impact,0,blanks,right_setter,left_setter,6-2,82,9.903814984530937,25.38785171508789,-6.760365840865345,0.09262359724025152,-0.09774045228231244,0.3310854747386759
