base_seed,decl_id,trump_suit,trump_count,has_trump_double,total_locks,avg_capture_rate,V_mean,V_spread,3-2_locked,4-1_locked,5-0_locked,5-5_locked,6-4_locked,3-2_rate,4-1_rate,5-0_rate,5-5_rate,6-4_rate
167,7,7,0,False,3,0.7333333333333333,26.666666666666668,22.0,True,False,True,True,False,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
168,8,8,0,False,0,0.39999999999999997,-5.333333333333333,24.0,False,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
169,9,9,0,False,3,0.6666666666666667,35.333333333333336,14.0,False,True,True,True,False,0.0,1.0,1.0,1.0,0.3333333333333333
170,0,0,1,False,2,0.6,28.0,20.0,False,True,True,False,False,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333
171,1,1,4,False,0,0.3333333333333333,36.666666666666664,14.0,False,False,False,False,False,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
172,2,2,3,True,0,0.4666666666666667,32.666666666666664,26.0,False,False,False,False,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
173,3,3,3,False,2,0.6,6.0,58.0,False,False,False,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0
174,4,4,1,False,1,0.5333333333333333,-24.0,22.0,False,False,False,True,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
175,5,5,1,True,2,0.6666666666666667,26.666666666666668,2.0,False,False,True,False,True,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0
176,6,6,2,False,0,0.3333333333333333,-12.0,46.0,False,False,False,False,False,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
177,7,7,0,False,1,0.5333333333333333,10.0,66.0,False,True,False,False,False,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
178,8,8,0,False,0,0.39999999999999997,16.666666666666668,44.0,False,False,False,False,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
179,9,9,0,False,0,0.2,-2.0,46.0,False,False,False,False,False,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
180,0,0,2,False,1,0.39999999999999997,24.0,32.0,True,False,False,False,False,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
181,1,1,3,True,1,0.39999999999999997,32.0,26.0,False,False,True,False,False,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
182,2,2,3,False,0,0.3333333333333333,24.0,38.0,False,False,False,False,False,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
183,3,3,0,False,1,0.6,35.333333333333336,12.0,False,True,False,False,False,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
184,4,4,3,False,3,0.6666666666666667,23.333333333333332,6.0,True,False,True,True,False,1.0,0.0,1.0,1.0,0.3333333333333333
185,5,5,2,False,0,0.3333333333333333,6.0,54.0,False,False,False,False,False,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
186,6,6,2,False,1,0.5333333333333333,11.333333333333334,46.0,True,False,False,False,False,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
187,7,7,0,False,0,0.26666666666666666,-2.6666666666666665,32.0,False,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
188,8,8,0,False,0,0.4666666666666667,-6.666666666666667,2.0,False,False,False,False,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
189,9,9,0,False,1,0.6,34.0,24.0,False,True,False,False,False,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
190,0,0,2,False,1,0.39999999999999997,24.0,20.0,False,True,False,False,False,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
191,1,1,2,True,2,0.6,26.666666666666668,46.0,True,True,False,False,False,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333
192,2,2,1,False,2,0.6,31.333333333333332,12.0,False,False,True,True,False,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333
193,3,3,2,False,1,0.5333333333333333,12.0,30.0,False,False,False,True,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
194,4,4,0,False,2,0.6,9.333333333333334,36.0,True,False,True,False,False,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
195,5,5,2,False,1,0.5333333333333333,18.666666666666668,24.0,False,False,False,True,False,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
196,6,6,3,False,0,0.39999999999999997,2.0,30.0,False,False,False,False,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
197,7,7,0,False,1,0.3333333333333333,1.3333333333333333,72.0,False,False,True,False,False,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333
198,8,8,0,False,1,0.3333333333333333,10.0,36.0,False,False,True,False,False,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333
199,9,9,0,False,1,0.4666666666666667,42.0,0.0,False,True,False,False,False,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333
