seed,bidder_seat,partner_seat,decl_id,decl_name,bidder_hand,final_off,trump_count,off_count,nontrump_double_count,total_double_count,surfaces,surface_count,recommendation_score,opponent_matching_double_count,opponent_matching_double_seats,partner_matching_double_count,opponent_same_suit_pair_count,opponent_same_suit_pair_seats,opponent_pair_protector_count,opponent_pair_protector_seats,opponent_dead_double_assets,full_deal
618,3,1,6,sixes,"2-0,2-2,4-0,4-4,6-0,6-4,6-6",2-0,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,0,1,0,1,0,2,"[""0-0,3-1,3-2,4-2,4-3,5-0,5-2"", ""3-0,4-1,5-1,5-4,5-5,6-2,6-3"", ""1-0,1-1,2-1,3-3,5-3,6-1,6-5"", ""2-0,2-2,4-0,4-4,6-0,6-4,6-6""]"
620,1,3,4,fours,"0-0,2-2,4-2,4-4,6-1,6-4,6-5",6-1,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,2,0|2,0,2,0|2,1,2,2,"[""3-2,4-0,4-1,5-2,5-5,6-2,6-6"", ""0-0,2-2,4-2,4-4,6-1,6-4,6-5"", ""1-0,1-1,2-0,2-1,3-0,3-3,6-3"", ""3-1,4-3,5-0,5-1,5-3,5-4,6-0""]"
621,1,3,2,twos,"0-0,2-0,3-0,3-2,4-3,5-2,5-5",3-0,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,0,1,2,1,2,3,"[""1-0,1-1,2-1,3-1,6-1,6-4,6-6"", ""0-0,2-0,3-0,3-2,4-3,5-2,5-5"", ""2-2,3-3,4-4,5-0,5-3,6-0,6-3"", ""4-0,4-1,4-2,5-1,5-4,6-2,6-5""]"
621,1,3,2,twos,"0-0,2-0,3-0,3-2,4-3,5-2,5-5",4-3,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,0,1,2,1,2,2,"[""1-0,1-1,2-1,3-1,6-1,6-4,6-6"", ""0-0,2-0,3-0,3-2,4-3,5-2,5-5"", ""2-2,3-3,4-4,5-0,5-3,6-0,6-3"", ""4-0,4-1,4-2,5-1,5-4,6-2,6-5""]"
621,2,0,6,sixes,"2-2,3-3,4-4,5-0,5-3,6-0,6-3",5-3,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,0,2,1|3,1,1,1,"[""1-0,1-1,2-1,3-1,6-1,6-4,6-6"", ""0-0,2-0,3-0,3-2,4-3,5-2,5-5"", ""2-2,3-3,4-4,5-0,5-3,6-0,6-3"", ""4-0,4-1,4-2,5-1,5-4,6-2,6-5""]"
622,0,2,6,sixes,"2-0,2-2,3-0,4-4,6-2,6-4,6-5",2-0,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,1,3,1,3,3,"[""2-0,2-2,3-0,4-4,6-2,6-4,6-5"", ""1-1,3-1,4-1,5-1,5-2,5-3,6-1"", ""2-1,3-2,4-0,4-2,4-3,5-4,6-0"", ""0-0,1-0,3-3,5-0,5-5,6-3,6-6""]"
622,0,2,6,sixes,"2-0,2-2,3-0,4-4,6-2,6-4,6-5",3-0,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,2,1|3,1,3,2,"[""2-0,2-2,3-0,4-4,6-2,6-4,6-5"", ""1-1,3-1,4-1,5-1,5-2,5-3,6-1"", ""2-1,3-2,4-0,4-2,4-3,5-4,6-0"", ""0-0,1-0,3-3,5-0,5-5,6-3,6-6""]"
622,1,3,1,ones,"1-1,3-1,4-1,5-1,5-2,5-3,6-1",5-2,5,2,0,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,1,2,0|2,1,0,1,"[""2-0,2-2,3-0,4-4,6-2,6-4,6-5"", ""1-1,3-1,4-1,5-1,5-2,5-3,6-1"", ""2-1,3-2,4-0,4-2,4-3,5-4,6-0"", ""0-0,1-0,3-3,5-0,5-5,6-3,6-6""]"
623,2,0,2,twos,"2-0,3-2,3-3,5-5,6-0,6-1,6-6",6-0,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,0,2,1|3,1,1,1,"[""3-1,4-1,4-3,4-4,5-2,5-4,6-2"", ""0-0,2-1,3-0,4-0,5-0,5-1,6-4"", ""2-0,3-2,3-3,5-5,6-0,6-1,6-6"", ""1-0,1-1,2-2,4-2,5-3,6-3,6-5""]"
623,2,0,6,sixes,"2-0,3-2,3-3,5-5,6-0,6-1,6-6",2-0,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,2,1|3,0,2,1|3,1,1,1,"[""3-1,4-1,4-3,4-4,5-2,5-4,6-2"", ""0-0,2-1,3-0,4-0,5-0,5-1,6-4"", ""2-0,3-2,3-3,5-5,6-0,6-1,6-6"", ""1-0,1-1,2-2,4-2,5-3,6-3,6-5""]"
625,1,3,6,sixes,"3-3,4-1,4-4,5-1,6-1,6-3,6-6",5-1,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,1,2,0|2,1,2,2,"[""0-0,2-1,3-0,3-1,5-2,6-0,6-2"", ""3-3,4-1,4-4,5-1,6-1,6-3,6-6"", ""1-0,2-0,2-2,4-0,5-0,5-3,5-5"", ""1-1,3-2,4-2,4-3,5-4,6-4,6-5""]"
627,1,3,4,fours,"1-1,3-3,4-0,4-1,5-2,5-4,6-5",5-2,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,2,0|2,0,1,0,1,0,1,"[""1-0,4-2,5-0,5-1,5-5,6-0,6-4"", ""1-1,3-3,4-0,4-1,5-2,5-4,6-5"", ""2-2,3-0,4-3,4-4,6-1,6-3,6-6"", ""0-0,2-0,2-1,3-1,3-2,5-3,6-2""]"
627,1,3,4,fours,"1-1,3-3,4-0,4-1,5-2,5-4,6-5",6-5,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,2,0|2,0,2,0|2,2,0|2,1,"[""1-0,4-2,5-0,5-1,5-5,6-0,6-4"", ""1-1,3-3,4-0,4-1,5-2,5-4,6-5"", ""2-2,3-0,4-3,4-4,6-1,6-3,6-6"", ""0-0,2-0,2-1,3-1,3-2,5-3,6-2""]"
627,2,0,6,sixes,"2-2,3-0,4-3,4-4,6-1,6-3,6-6",3-0,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,2,1|3,0,1,3,1,3,1,"[""1-0,4-2,5-0,5-1,5-5,6-0,6-4"", ""1-1,3-3,4-0,4-1,5-2,5-4,6-5"", ""2-2,3-0,4-3,4-4,6-1,6-3,6-6"", ""0-0,2-0,2-1,3-1,3-2,5-3,6-2""]"
627,2,0,6,sixes,"2-2,3-0,4-3,4-4,6-1,6-3,6-6",4-3,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,0,2,1|3,2,1|3,2,"[""1-0,4-2,5-0,5-1,5-5,6-0,6-4"", ""1-1,3-3,4-0,4-1,5-2,5-4,6-5"", ""2-2,3-0,4-3,4-4,6-1,6-3,6-6"", ""0-0,2-0,2-1,3-1,3-2,5-3,6-2""]"
627,3,1,2,twos,"0-0,2-0,2-1,3-1,3-2,5-3,6-2",5-3,4,2,1,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,1,2,0|2,2,0|2,2,"[""1-0,4-2,5-0,5-1,5-5,6-0,6-4"", ""1-1,3-3,4-0,4-1,5-2,5-4,6-5"", ""2-2,3-0,4-3,4-4,6-1,6-3,6-6"", ""0-0,2-0,2-1,3-1,3-2,5-3,6-2""]"
629,2,0,6,sixes,"1-1,2-2,4-1,4-4,5-1,6-1,6-2",5-1,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,0,2,1|3,1,3,2,"[""2-1,3-1,3-2,4-2,6-3,6-4,6-5"", ""2-0,3-0,4-3,5-2,5-5,6-0,6-6"", ""1-1,2-2,4-1,4-4,5-1,6-1,6-2"", ""0-0,1-0,3-3,4-0,5-0,5-3,5-4""]"
629,3,1,5,fives,"0-0,1-0,3-3,4-0,5-0,5-3,5-4",1-0,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,0,2,0|2,1,2,2,"[""2-1,3-1,3-2,4-2,6-3,6-4,6-5"", ""2-0,3-0,4-3,5-2,5-5,6-0,6-6"", ""1-1,2-2,4-1,4-4,5-1,6-1,6-2"", ""0-0,1-0,3-3,4-0,5-0,5-3,5-4""]"
630,0,2,6,sixes,"0-0,1-0,3-1,3-3,6-1,6-2,6-6",1-0,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,2,1|3,1,3,2,"[""0-0,1-0,3-1,3-3,6-1,6-2,6-6"", ""4-0,4-3,5-0,5-2,5-5,6-4,6-5"", ""2-0,2-2,3-2,4-2,5-3,6-0,6-3"", ""1-1,2-1,3-0,4-1,4-4,5-1,5-4""]"
630,0,2,6,sixes,"0-0,1-0,3-1,3-3,6-1,6-2,6-6",3-1,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,1,3,1,3,2,"[""0-0,1-0,3-1,3-3,6-1,6-2,6-6"", ""4-0,4-3,5-0,5-2,5-5,6-4,6-5"", ""2-0,2-2,3-2,4-2,5-3,6-0,6-3"", ""1-1,2-1,3-0,4-1,4-4,5-1,5-4""]"
632,3,1,1,ones,"0-0,1-0,3-1,3-3,4-1,5-2,5-4",5-4,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,1,2,0|2,1,0,2,"[""2-1,2-2,4-0,4-2,5-1,6-4,6-5"", ""2-0,5-0,5-3,5-5,6-0,6-2,6-3"", ""1-1,3-0,3-2,4-3,4-4,6-1,6-6"", ""0-0,1-0,3-1,3-3,4-1,5-2,5-4""]"
633,3,1,1,ones,"0-0,1-0,1-1,4-1,6-2,6-5,6-6",6-5,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,0,1,0,1,0,2,"[""2-0,4-0,5-2,5-3,5-4,5-5,6-1"", ""2-1,3-1,3-3,4-2,5-0,6-0,6-4"", ""2-2,3-0,3-2,4-3,4-4,5-1,6-3"", ""0-0,1-0,1-1,4-1,6-2,6-5,6-6""]"
634,1,3,0,blanks,"1-0,1-1,2-2,3-2,4-2,5-0,6-0",3-2,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,0,1,0,1,0,1,"[""2-0,3-3,4-0,4-1,4-3,6-1,6-3"", ""1-0,1-1,2-2,3-2,4-2,5-0,6-0"", ""3-0,5-1,5-2,5-4,6-4,6-5,6-6"", ""0-0,2-1,3-1,4-4,5-3,5-5,6-2""]"
634,3,1,2,twos,"0-0,2-1,3-1,4-4,5-3,5-5,6-2",3-1,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,1,1,0,1,0,1,"[""2-0,3-3,4-0,4-1,4-3,6-1,6-3"", ""1-0,1-1,2-2,3-2,4-2,5-0,6-0"", ""3-0,5-1,5-2,5-4,6-4,6-5,6-6"", ""0-0,2-1,3-1,4-4,5-3,5-5,6-2""]"
634,3,1,2,twos,"0-0,2-1,3-1,4-4,5-3,5-5,6-2",5-3,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,0,2,0|2,2,0|2,1,"[""2-0,3-3,4-0,4-1,4-3,6-1,6-3"", ""1-0,1-1,2-2,3-2,4-2,5-0,6-0"", ""3-0,5-1,5-2,5-4,6-4,6-5,6-6"", ""0-0,2-1,3-1,4-4,5-3,5-5,6-2""]"
638,0,2,2,twos,"0-0,2-0,2-2,3-2,4-4,6-0,6-1",6-1,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,2,1|3,0,2,1|3,1,3,1,"[""0-0,2-0,2-2,3-2,4-4,6-0,6-1"", ""3-0,4-3,5-1,5-2,5-4,6-4,6-6"", ""1-0,2-1,3-3,4-0,5-3,6-3,6-5"", ""1-1,3-1,4-1,4-2,5-0,5-5,6-2""]"
639,1,3,0,blanks,"1-0,1-1,2-0,3-2,4-4,5-0,6-3",3-2,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,0,2,0|2,1,0,1,"[""2-2,3-1,3-3,4-0,4-3,5-3,6-5"", ""1-0,1-1,2-0,3-2,4-4,5-0,6-3"", ""0-0,3-0,4-1,5-1,5-2,6-2,6-6"", ""2-1,4-2,5-4,5-5,6-0,6-1,6-4""]"
639,1,3,0,blanks,"1-0,1-1,2-0,3-2,4-4,5-0,6-3",6-3,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,2,0|2,0,2,0|2,1,0,1,"[""2-2,3-1,3-3,4-0,4-3,5-3,6-5"", ""1-0,1-1,2-0,3-2,4-4,5-0,6-3"", ""0-0,3-0,4-1,5-1,5-2,6-2,6-6"", ""2-1,4-2,5-4,5-5,6-0,6-1,6-4""]"
640,1,3,2,twos,"1-1,2-0,2-1,3-3,6-2,6-3,6-4",6-3,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,0,1,0,1,0,1,"[""3-1,4-0,4-3,5-1,5-3,6-1,6-6"", ""1-1,2-0,2-1,3-3,6-2,6-3,6-4"", ""3-2,4-2,5-0,5-2,5-4,5-5,6-5"", ""0-0,1-0,2-2,3-0,4-1,4-4,6-0""]"
640,2,0,5,fives,"3-2,4-2,5-0,5-2,5-4,5-5,6-5",3-2,5,2,0,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,2,1|3,0,1,1,1,1,3,"[""3-1,4-0,4-3,5-1,5-3,6-1,6-6"", ""1-1,2-0,2-1,3-3,6-2,6-3,6-4"", ""3-2,4-2,5-0,5-2,5-4,5-5,6-5"", ""0-0,1-0,2-2,3-0,4-1,4-4,6-0""]"
640,2,0,5,fives,"3-2,4-2,5-0,5-2,5-4,5-5,6-5",4-2,5,2,0,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,2,1|3,1,1,3,"[""3-1,4-0,4-3,5-1,5-3,6-1,6-6"", ""1-1,2-0,2-1,3-3,6-2,6-3,6-4"", ""3-2,4-2,5-0,5-2,5-4,5-5,6-5"", ""0-0,1-0,2-2,3-0,4-1,4-4,6-0""]"
644,0,2,1,ones,"0-0,1-1,2-1,3-3,6-1,6-3,6-4",6-3,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,0,2,1|3,1,1,1,"[""0-0,1-1,2-1,3-3,6-1,6-3,6-4"", ""3-1,4-2,5-1,6-0,6-2,6-5,6-6"", ""1-0,2-2,3-0,3-2,4-1,5-2,5-5"", ""2-0,4-0,4-3,4-4,5-0,5-3,5-4""]"
646,1,3,6,sixes,"1-1,2-1,3-2,4-4,6-0,6-1,6-3",2-1,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,0,2,0|2,1,2,3,"[""0-0,1-0,2-0,3-1,3-3,5-5,6-5"", ""1-1,2-1,3-2,4-4,6-0,6-1,6-3"", ""2-2,3-0,4-1,4-2,4-3,5-0,5-2"", ""4-0,5-1,5-3,5-4,6-2,6-4,6-6""]"
646,1,3,6,sixes,"1-1,2-1,3-2,4-4,6-0,6-1,6-3",3-2,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,2,0|2,0,2,0|2,1,2,2,"[""0-0,1-0,2-0,3-1,3-3,5-5,6-5"", ""1-1,2-1,3-2,4-4,6-0,6-1,6-3"", ""2-2,3-0,4-1,4-2,4-3,5-0,5-2"", ""4-0,5-1,5-3,5-4,6-2,6-4,6-6""]"
652,2,0,0,blanks,"1-0,2-0,3-0,3-2,4-0,4-4,6-3",3-2,4,2,1,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,1,1,1,1,1,2,"[""2-2,5-4,5-5,6-0,6-1,6-2,6-4"", ""0-0,3-1,3-3,4-2,4-3,5-2,6-6"", ""1-0,2-0,3-0,3-2,4-0,4-4,6-3"", ""1-1,2-1,4-1,5-0,5-1,5-3,6-5""]"
652,2,0,0,blanks,"1-0,2-0,3-0,3-2,4-0,4-4,6-3",6-3,4,2,1,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,0,1,1,1,1,1,"[""2-2,5-4,5-5,6-0,6-1,6-2,6-4"", ""0-0,3-1,3-3,4-2,4-3,5-2,6-6"", ""1-0,2-0,3-0,3-2,4-0,4-4,6-3"", ""1-1,2-1,4-1,5-0,5-1,5-3,6-5""]"
653,1,3,0,blanks,"1-0,2-0,2-1,3-0,3-3,4-1,6-6",2-1,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,1,2,0|2,1,0,1,"[""0-0,1-1,3-1,4-0,5-1,5-5,6-4"", ""1-0,2-0,2-1,3-0,3-3,4-1,6-6"", ""4-2,4-3,5-2,5-4,6-0,6-1,6-3"", ""2-2,3-2,4-4,5-0,5-3,6-2,6-5""]"
653,1,3,0,blanks,"1-0,2-0,2-1,3-0,3-3,4-1,6-6",4-1,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,1,2,0|2,2,0|2,1,"[""0-0,1-1,3-1,4-0,5-1,5-5,6-4"", ""1-0,2-0,2-1,3-0,3-3,4-1,6-6"", ""4-2,4-3,5-2,5-4,6-0,6-1,6-3"", ""2-2,3-2,4-4,5-0,5-3,6-2,6-5""]"
654,1,3,1,ones,"1-0,2-1,3-1,4-1,6-2,6-4,6-6",6-2,4,2,1,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,0,1,2,1,2,3,"[""0-0,1-1,3-0,3-3,5-1,5-2,6-5"", ""1-0,2-1,3-1,4-1,6-2,6-4,6-6"", ""2-0,2-2,3-2,4-3,4-4,5-0,5-4"", ""4-0,4-2,5-3,5-5,6-0,6-1,6-3""]"
654,1,3,1,ones,"1-0,2-1,3-1,4-1,6-2,6-4,6-6",6-4,4,2,1,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,0,1,2,1,2,3,"[""0-0,1-1,3-0,3-3,5-1,5-2,6-5"", ""1-0,2-1,3-1,4-1,6-2,6-4,6-6"", ""2-0,2-2,3-2,4-3,4-4,5-0,5-4"", ""4-0,4-2,5-3,5-5,6-0,6-1,6-3""]"
655,3,1,6,sixes,"0-0,1-0,3-0,3-3,6-2,6-4,6-5",1-0,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,0,2,0|2,1,0,2,"[""1-1,2-0,3-1,4-1,4-3,5-0,5-5"", ""2-2,3-2,4-2,5-3,5-4,6-0,6-3"", ""2-1,4-0,4-4,5-1,5-2,6-1,6-6"", ""0-0,1-0,3-0,3-3,6-2,6-4,6-5""]"
659,3,1,6,sixes,"0-0,2-2,3-0,3-3,5-0,6-2,6-3",5-0,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,0,1,2,1,2,1,"[""1-1,2-0,4-1,4-3,5-4,6-1,6-4"", ""1-0,3-1,4-4,5-1,6-0,6-5,6-6"", ""2-1,3-2,4-0,4-2,5-2,5-3,5-5"", ""0-0,2-2,3-0,3-3,5-0,6-2,6-3""]"
660,1,3,1,ones,"1-0,3-1,3-3,4-0,4-1,4-3,5-1",4-0,4,2,1,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,1,1,0,1,0,2,"[""3-0,4-4,5-0,5-3,5-4,6-4,6-5"", ""1-0,3-1,3-3,4-0,4-1,4-3,5-1"", ""2-0,2-1,2-2,5-2,6-1,6-2,6-6"", ""0-0,1-1,3-2,4-2,5-5,6-0,6-3""]"
660,1,3,1,ones,"1-0,3-1,3-3,4-0,4-1,4-3,5-1",4-3,4,2,1,1,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,0,1,0,1,0,2,"[""3-0,4-4,5-0,5-3,5-4,6-4,6-5"", ""1-0,3-1,3-3,4-0,4-1,4-3,5-1"", ""2-0,2-1,2-2,5-2,6-1,6-2,6-6"", ""0-0,1-1,3-2,4-2,5-5,6-0,6-3""]"
660,3,1,6,sixes,"0-0,1-1,3-2,4-2,5-5,6-0,6-3",3-2,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,2,1,2,0|2,1,2,1,"[""3-0,4-4,5-0,5-3,5-4,6-4,6-5"", ""1-0,3-1,3-3,4-0,4-1,4-3,5-1"", ""2-0,2-1,2-2,5-2,6-1,6-2,6-6"", ""0-0,1-1,3-2,4-2,5-5,6-0,6-3""]"
664,3,1,5,fives,"5-0,5-1,5-3,5-5,6-1,6-4,6-6",6-1,4,2,1,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,0,0,2,0|2,1,0,1,"[""0-0,1-1,2-0,3-1,3-2,4-0,4-1"", ""2-2,3-0,3-3,4-4,5-2,6-0,6-3"", ""1-0,2-1,4-2,4-3,5-4,6-2,6-5"", ""5-0,5-1,5-3,5-5,6-1,6-4,6-6""]"
665,0,2,2,twos,"0-0,2-1,3-0,4-0,4-2,5-2,5-5",3-0,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,0,1,1,1,1,2,"[""0-0,2-1,3-0,4-0,4-2,5-2,5-5"", ""1-0,2-0,3-3,5-3,6-0,6-1,6-3"", ""1-1,2-2,3-2,4-3,5-0,6-2,6-5"", ""3-1,4-1,4-4,5-1,5-4,6-4,6-6""]"
665,0,2,2,twos,"0-0,2-1,3-0,4-0,4-2,5-2,5-5",4-0,3,2,2,2,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,2,1|3,1,3,2,"[""0-0,2-1,3-0,4-0,4-2,5-2,5-5"", ""1-0,2-0,3-3,5-3,6-0,6-1,6-3"", ""1-1,2-2,3-2,4-3,5-0,6-2,6-5"", ""3-1,4-1,4-4,5-1,5-4,6-4,6-6""]"
666,0,2,4,fours,"1-1,2-2,3-0,3-2,4-1,6-4,6-6",3-0,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,1,1,1,1,1,"[""1-1,2-2,3-0,3-2,4-1,6-4,6-6"", ""3-1,5-0,5-3,5-5,6-1,6-2,6-3"", ""1-0,2-0,2-1,4-0,5-4,6-0,6-5"", ""0-0,3-3,4-2,4-3,4-4,5-1,5-2""]"
666,0,2,4,fours,"1-1,2-2,3-0,3-2,4-1,6-4,6-6",3-2,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,1,1,1,1,2,"[""1-1,2-2,3-0,3-2,4-1,6-4,6-6"", ""3-1,5-0,5-3,5-5,6-1,6-2,6-3"", ""1-0,2-0,2-1,4-0,5-4,6-0,6-5"", ""0-0,3-3,4-2,4-3,4-4,5-1,5-2""]"
667,2,0,0,blanks,"1-1,2-2,4-0,5-0,6-1,6-5,6-6",6-5,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,0,1,1,1,1,1,"[""1-0,2-1,4-2,4-4,5-4,6-2,6-3"", ""0-0,3-0,3-1,3-2,5-1,5-3,5-5"", ""1-1,2-2,4-0,5-0,6-1,6-5,6-6"", ""2-0,3-3,4-1,4-3,5-2,6-0,6-4""]"
667,2,0,6,sixes,"1-1,2-2,4-0,5-0,6-1,6-5,6-6",5-0,3,2,2,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,1,0,1,1,1,1,1,"[""1-0,2-1,4-2,4-4,5-4,6-2,6-3"", ""0-0,3-0,3-1,3-2,5-1,5-3,5-5"", ""1-1,2-2,4-0,5-0,6-1,6-5,6-6"", ""2-0,3-3,4-1,4-3,5-2,6-0,6-4""]"
668,0,2,4,fours,"3-3,4-2,5-0,5-4,5-5,6-0,6-6",5-0,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,2,1|3,1,3,2,"[""3-3,4-2,5-0,5-4,5-5,6-0,6-6"", ""1-1,3-1,3-2,4-0,5-1,6-1,6-5"", ""2-1,3-0,4-1,5-2,5-3,6-3,6-4"", ""0-0,1-0,2-0,2-2,4-3,4-4,6-2""]"
668,0,2,4,fours,"3-3,4-2,5-0,5-4,5-5,6-0,6-6",6-0,2,2,3,3,dead_asset_release_control|defender_live_double_weapon|defender_live_same_suit_pair|pair_protector_pressure|two_off_same_suit,5,11,1,3,0,2,1|3,1,3,2,"[""3-3,4-2,5-0,5-4,5-5,6-0,6-6"", ""1-1,3-1,3-2,4-0,5-1,6-1,6-5"", ""2-1,3-0,4-1,5-2,5-3,6-3,6-4"", ""0-0,1-0,2-0,2-2,4-3,4-4,6-2""]"
