game_id,game_idx,trump_id,trump_name,move_idx,player,active_player,team,global_domino_idx,domino,mean,std,threshold_mass,make_mass,set_mass,lower_tail_mass,q10,q25,q50,q75,q90,iqr,cvar_low_10,branch_entropy,branch_peak_count,branch_peak_bins,shelf_gap,samples,converged,high_variance_close_mean,scalar_ev_lying_by_omission
sample_000_decl_0,0,0,blanks,2,2,2,offense,14,2-2,-21.76167106628418,20.286225494759215,0.05000000074505806,0.050000002374872565,,0.6330000446178019,-42,-41,-25,-10,6,31,-42.0,5.3099051579117695,4,-42|-37|-23|-21,21,1000,,False,False
sample_000_decl_0,0,0,blanks,2,2,2,offense,15,3-3,-21.695613861083984,20.101987582951995,0.04800000041723251,0.04800000204704702,,0.6290000109001994,-42,-41,-25,-10,6,31,-42.0,5.335119924919473,7,-42|-37|-26|-23|-22|-20|-10,32,1000,,False,False
sample_000_decl_0,0,0,blanks,2,2,2,offense,16,4-1,-25.080482482910156,18.174731409745956,0.03500000014901161,0.03500000142958015,,0.7200000016018748,-42,-41,-30,-15,1,26,-42.0,5.147696162022994,5,-42|-37|-29|-23|-19,23,1000,,False,False
sample_000_decl_0,0,0,blanks,2,2,2,offense,17,4-2,-21.23342514038086,20.636813023279842,0.05199999734759331,0.052000002353452146,,0.629000024870038,-42,-41,-25,-9,7,32,-42.0,5.358168703207601,6,-42|-37|-36|-26|-23|-21,21,1000,,True,True
sample_000_decl_0,0,0,blanks,2,2,2,offense,18,5-4,-22.089351654052734,20.513946255335586,0.052000001072883606,0.052000001654960215,,0.6550000379793346,-42,-41,-27,-10,6,31,-42.0,5.276695699834004,5,-42|-37|-28|-24|-20,22,1000,,True,False
sample_000_decl_0,0,0,blanks,2,2,2,offense,19,6-3,-21.46956443786621,20.384008744601736,0.05000000447034836,0.050000001676380634,,0.6260000197216868,-42,-41,-25,-9,7,32,-42.0,5.344174515688043,6,-42|-36|-24|-22|-21|-10,32,1000,,False,False
sample_000_decl_0,0,0,blanks,2,2,2,offense,20,6-5,-21.94561767578125,20.40421676437442,0.05100000277161598,0.05100000265520066,,0.6440000180155039,-42,-41,-26,-9,7,32,-42.0,5.292813242088063,6,-42|-38|-29|-26|-24|-19,23,1000,,True,False
sample_000_decl_0,0,0,blanks,3,3,3,defense,23,4-0,17.248010635375977,22.106738469122657,0.9250000715255737,,0.9250000186730176,0.07500000449363142,-15,2,20,41,41,39,-25.79000059282407,5.288470365109705,6,5|7|10|18|29|41,36,1000,,False,False
sample_000_decl_0,0,0,blanks,4,1,1,defense,8,1-0,-2.5788052082061768,30.957393777451415,0.5910000801086426,,0.5910000206204131,0.4090000013820827,-41,-33,-7,29,41,62,-41.959999933838844,5.837524126011865,5,-42|-32|-29|-17|41,83,1000,,False,False
sample_000_decl_0,0,0,blanks,4,1,1,defense,9,3-0,-1.7606050968170166,31.046047343648475,0.6050000190734863,,0.6050000300165266,0.3950000195764005,-42,-32,-6,30,41,62,-42.0,5.804334965790828,4,-42|-39|-29|41,83,1000,,False,False
sample_000_decl_0,0,0,blanks,4,1,1,defense,10,3-1,-2.7069203853607178,26.145374876666164,0.6410000920295715,,0.641000036848709,0.35900002671405673,-36,-26,-6,19,40,45,-38.730000205338,6.187761404840601,4,-39|-35|29|42,81,1000,,False,False
sample_000_decl_0,0,0,blanks,4,1,1,defense,11,5-2,-4.8020501136779785,26.952290521502412,0.5870000123977661,,0.5870000168215483,0.4130000320728868,-38,-29,-9,16,41,45,-39.500000124797225,6.111209128644211,4,-41|-39|-37|41,82,1000,,False,False
